prompt,pipeline
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.76:8058/main_sd"", ""detect"": {""model"": ""/var/lib/models/onnx/segmentation/1.0/INT8/model_3371.xml"", ""device"": ""CPU""}, ""track"": {""tracking_type"": 2}, ""inference"": [{""model"": ""/var/lib/models/onnx/classification/2.0/FP16/model_8753.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/onnx/segmentation/2.1/INT8/model_5921.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": false, ""max_buffers"": 147}",gst-launch-1.0 rtspsrc location=rtsp://192.168.1.76:8058/main_sd ! rtph264depay ! h264parse ! avdec_h264 ! gvadetect model=/var/lib/models/onnx/segmentation/1.0/INT8/model_3371.xml device=CPU ! queue ! gvatrack tracking-type=2 ! queue ! gvainference model=/var/lib/models/onnx/classification/2.0/FP16/model_8753.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/onnx/segmentation/2.1/INT8/model_5921.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=False max-buffers=147
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.1:8039/backup_sd"", ""frame_rate"": ""30/1"", ""detect"": {""model"": ""/home/user/.local/models/tensorflow/recognition/2.1/FP32/model_2362.xml"", ""device"": ""HDDL"", ""inference_interval"": 6}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""inference"": [{""model"": ""/home/user/.local/models/tensorflow/classification/3.0/FP32/model_1193.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/onnx/classification/2.1/FP16/model_1357.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/recognition/3.0/FP32/model_6133.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.1:8039/backup_sd ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=30/1 ! gvadetect model=/home/user/.local/models/tensorflow/recognition/2.1/FP32/model_2362.xml device=HDDL inference-interval=6 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvainference model=/home/user/.local/models/tensorflow/classification/3.0/FP32/model_1193.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/onnx/classification/2.1/FP16/model_1357.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/recognition/3.0/FP32/model_6133.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/checkout_7/cam_10.mp4"", ""video_crop"": {""top"": 57, ""left"": 13, ""right"": 56, ""bottom"": 245}, ""video_scale"": {""width"": 1623, ""height"": 525}, ""frame_rate"": ""120/4"", ""detect"": {""model"": ""/var/lib/models/pytorch/segmentation/4.0/FP32/model_7337.xml"", ""device"": ""CPU"", ""threshold"": 0.76, ""inference_interval"": 9}, ""track"": {""tracking_type"": 1}, ""emit_signals"": false, ""sync"": false, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/data/store/checkout_7/cam_10.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=120/4 ! videocrop top=57 left=13 right=56 bottom=245 ! queue ! videoscale ! video/x-raw,width=1623,height=525 ! gvadetect model=/var/lib/models/pytorch/segmentation/4.0/FP32/model_7337.xml device=CPU threshold=0.76 inference-interval=9 ! queue ! gvatrack tracking-type=1 ! queue ! appsink name=appsink emit-signals=False drop=True sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.89:8052/1"", ""video_scale"": {""width"": 887, ""height"": 477}, ""caps_filter"": ""NV16_10LE32"", ""frame_rate"": ""15/10"", ""detect"": {""model"": ""/usr/share/models/tensorflow/recognition/1.0/FP32/model_8716.xml"", ""device"": ""HDDL"", ""inference_interval"": 6}, ""track"": {""tracking_type"": 0}, ""emit_signals"": false, ""sync"": false, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.89:8052/1 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=15/10 ! videoconvert ! capsfilter caps=video/x-raw,format=NV16_10LE32 ! videoscale ! video/x-raw,width=887,height=477 ! gvadetect model=/usr/share/models/tensorflow/recognition/1.0/FP32/model_8716.xml device=HDDL inference-interval=6 ! queue ! gvatrack tracking-type=0 ! queue ! appsink name=appsink emit-signals=False drop=True sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.187:8084/backup_high"", ""video_scale"": {""width"": 1469, ""height"": 494}, ""caps_filter"": ""A422_16LE"", ""detect"": {""model"": ""/usr/local/models/onnx/recognition/1.0/FP32/model_6690.xml"", ""device"": ""HDDL"", ""inference_interval"": 2}, ""track"": {""tracking_type"": 0}, ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.187:8084/backup_high ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=A422_16LE ! videoscale ! video/x-raw,width=1469,height=494 ! gvadetect model=/usr/local/models/onnx/recognition/1.0/FP32/model_6690.xml device=HDDL inference-interval=2 ! queue ! gvatrack tracking-type=0 ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.237:8094/backup_sd"", ""video_scale"": {""width"": 1193, ""height"": 736}, ""detect"": {""model"": ""/home/user/.local/models/onnx/segmentation/5.0/INT8/model_1013.xml"", ""device"": ""CPU"", ""model_proc"": ""/var/lib/intel/model_proc/classification/model_3507.json"", ""threshold"": 0.9, ""inference_interval"": 1}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/usr/share/models/pytorch/classification/2.0/FP16/model_6057.xml"", ""device"": ""CPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/opt/intel/model_proc/recognition/model_5461.json""}, ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 70}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.237:8094/backup_sd ! rtph264depay ! h264parse ! avdec_h264 ! videoscale ! video/x-raw,width=1193,height=736 ! gvadetect model=/home/user/.local/models/onnx/segmentation/5.0/INT8/model_1013.xml device=CPU model-proc=/var/lib/intel/model_proc/classification/model_3507.json threshold=0.9 inference-interval=1 ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/usr/share/models/pytorch/classification/2.0/FP16/model_6057.xml device=CPU inference-region=full-frame model-proc=/opt/intel/model_proc/recognition/model_5461.json ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=70"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_5/checkout/sensor_7.mp4"", ""detect"": {""model"": ""/home/user/.local/models/tensorflow/recognition/1.0/FP16/model_3308.xml"", ""device"": ""CPU"", ""model_proc"": ""/var/lib/intel/model_proc/segmentation/model_7102.json"", ""threshold"": 0.86}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/opt/models/pytorch/segmentation/2.1/FP16/model_6318.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list"", ""model_proc"": ""/opt/intel/model_proc/detection/model_3382.json""}, ""inference"": [{""model"": ""/usr/share/models/pytorch/recognition/3.0/FP16/model_6926.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/recognition/3.0/FP32/model_3331.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false, ""max_buffers"": 71}",gst-launch-1.0 filesrc location=/opt/mall_5/checkout/sensor_7.mp4 ! decodebin ! gvadetect model=/home/user/.local/models/tensorflow/recognition/1.0/FP16/model_3308.xml device=CPU model-proc=/var/lib/intel/model_proc/segmentation/model_7102.json threshold=0.86 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/opt/models/pytorch/segmentation/2.1/FP16/model_6318.xml device=GPU inference-region=roi-list model-proc=/opt/intel/model_proc/detection/model_3382.json ! queue ! gvainference model=/usr/share/models/pytorch/recognition/3.0/FP16/model_6926.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/recognition/3.0/FP32/model_3331.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True max-buffers=71
"{""source_type"": ""file"", ""source_location"": ""/opt/shop_8/aisle/device_3.mp4"", ""caps_filter"": ""I422_12BE"", ""detect"": {""model"": ""/usr/share/models/pytorch/recognition/4.0/FP16/model_5957.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/local/intel/model_proc/classification/model_9637.json"", ""inference_interval"": 5}, ""track"": {""tracking_type"": 0}, ""emit_signals"": true, ""sync"": false, ""drop"": true, ""max_buffers"": 541}","gst-launch-1.0 filesrc location=/opt/shop_8/aisle/device_3.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=I422_12BE ! gvadetect model=/usr/share/models/pytorch/recognition/4.0/FP16/model_5957.xml device=GPU model-proc=/usr/local/intel/model_proc/classification/model_9637.json inference-interval=5 ! queue ! gvatrack tracking-type=0 ! queue ! appsink name=appsink emit-signals=True drop=True sync=False max-buffers=541"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/storage_10/sensor_7.mp4"", ""caps_filter"": ""YUY2"", ""detect"": {""model"": ""/usr/share/models/pytorch/classification/3.0/INT8/model_6871.xml"", ""device"": ""GPU""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/home/user/.local/models/intel/segmentation/2.1/FP16/model_5475.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame""}, ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 206}","gst-launch-1.0 filesrc location=/opt/data/store/storage_10/sensor_7.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=YUY2 ! gvadetect model=/usr/share/models/pytorch/classification/3.0/INT8/model_6871.xml device=GPU ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/home/user/.local/models/intel/segmentation/2.1/FP16/model_5475.xml device=GPU inference-region=full-frame ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=206"
"{""source_type"": ""file"", ""source_location"": ""/opt/store_9/entrance/sensor_10.mp4"", ""video_crop"": {""top"": 0, ""left"": 42, ""right"": 56, ""bottom"": 71}, ""video_scale"": {""width"": 780, ""height"": 527}, ""caps_filter"": ""GBR_12LE"", ""detect"": {""model"": ""/usr/share/models/tensorflow/classification/1.0/FP32/model_9230.xml"", ""device"": ""CPU"", ""inference_interval"": 7}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/usr/share/models/tensorflow/segmentation/5.0/FP32/model_1804.xml"", ""device"": ""CPU"", ""inference_region"": ""full-frame""}, ""emit_signals"": true, ""sync"": false, ""drop"": true, ""max_buffers"": 683}","gst-launch-1.0 filesrc location=/opt/store_9/entrance/sensor_10.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=GBR_12LE ! videocrop top=0 left=42 right=56 bottom=71 ! queue ! videoscale ! video/x-raw,width=780,height=527 ! gvadetect model=/usr/share/models/tensorflow/classification/1.0/FP32/model_9230.xml device=CPU inference-interval=7 ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/usr/share/models/tensorflow/segmentation/5.0/FP32/model_1804.xml device=CPU inference-region=full-frame ! queue ! appsink name=appsink emit-signals=True drop=True sync=False max-buffers=683"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.27:8018/main_low"", ""video_scale"": {""width"": 1725, ""height"": 818}, ""frame_rate"": ""25/10"", ""detect"": {""model"": ""/var/lib/models/openvino/segmentation/1.0/FP32/model_8883.xml"", ""device"": ""CPU""}, ""track"": {""tracking_type"": 1}, ""emit_signals"": true, ""sync"": false, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.27:8018/main_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=25/10 ! videoscale ! video/x-raw,width=1725,height=818 ! gvadetect model=/var/lib/models/openvino/segmentation/1.0/FP32/model_8883.xml device=CPU ! queue ! gvatrack tracking-type=1 ! queue ! appsink name=appsink emit-signals=True drop=False sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.230:8086/sub_hd"", ""video_crop"": {""top"": 0, ""left"": 12, ""right"": 51, ""bottom"": 243}, ""frame_rate"": ""30/1"", ""detect"": {""model"": ""/opt/models/intel/segmentation/1.0/FP16/model_9047.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/share/intel/model_proc/segmentation/model_2887.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""inference"": [{""model"": ""/usr/local/models/tensorflow/recognition/4.0/INT8/model_3069.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/intel/recognition/2.0/FP16/model_2932.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 799}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.230:8086/sub_hd ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=30/1 ! videocrop top=0 left=12 right=51 bottom=243 ! queue ! gvadetect model=/opt/models/intel/segmentation/1.0/FP16/model_9047.xml device=GPU model-proc=/usr/share/intel/model_proc/segmentation/model_2887.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvainference model=/usr/local/models/tensorflow/recognition/4.0/INT8/model_3069.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/recognition/2.0/FP16/model_2932.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=799"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.164:8013/preview_sd"", ""video_crop"": {""top"": 0, ""left"": 43, ""right"": 63, ""bottom"": 18}, ""caps_filter"": ""YUY2"", ""detect"": {""model"": ""/var/lib/models/tensorflow/segmentation/4.0/FP16/model_4040.xml"", ""device"": ""GPU"", ""inference_interval"": 7}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/usr/local/models/tensorflow/segmentation/5.0/INT8/model_1405.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/home/user/.local/models/openvino/segmentation/2.0/INT8/model_7190.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/intel/segmentation/1.0/FP16/model_6934.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/openvino/recognition/2.1/FP16/model_8852.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/tensorflow/classification/4.0/FP16/model_1752.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 497}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.164:8013/preview_sd ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=YUY2 ! videocrop top=0 left=43 right=63 bottom=18 ! queue ! gvadetect model=/var/lib/models/tensorflow/segmentation/4.0/FP16/model_4040.xml device=GPU inference-interval=7 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/usr/local/models/tensorflow/segmentation/5.0/INT8/model_1405.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/openvino/segmentation/2.0/INT8/model_7190.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/intel/segmentation/1.0/FP16/model_6934.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/openvino/recognition/2.1/FP16/model_8852.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/tensorflow/classification/4.0/FP16/model_1752.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=497"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.85:10554/motion/channel4"", ""video_scale"": {""width"": 1556, ""height"": 644}, ""frame_rate"": ""20/1"", ""detect"": {""model"": ""/usr/share/models/pytorch/classification/5.0/FP32/model_9089.xml"", ""device"": ""HDDL"", ""model_proc"": ""/home/user/.local/intel/model_proc/detection/model_2176.json""}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""inference"": [{""model"": ""/var/lib/models/pytorch/detection/5.0/FP16/model_4394.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/segmentation/4.0/FP32/model_2886.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/openvino/segmentation/4.0/INT8/model_4010.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/intel/segmentation/4.0/FP32/model_5464.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.85:10554/motion/channel4 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=20/1 ! videoscale ! video/x-raw,width=1556,height=644 ! gvadetect model=/usr/share/models/pytorch/classification/5.0/FP32/model_9089.xml device=HDDL model-proc=/home/user/.local/intel/model_proc/detection/model_2176.json ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvainference model=/var/lib/models/pytorch/detection/5.0/FP16/model_4394.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/segmentation/4.0/FP32/model_2886.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/openvino/segmentation/4.0/INT8/model_4010.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/segmentation/4.0/FP32/model_5464.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/warehouse/checkout_3/device_7.mp4"", ""video_crop"": {""top"": 354, ""left"": 51, ""right"": 50, ""bottom"": 41}, ""video_scale"": {""width"": 1663, ""height"": 919}, ""detect"": {""model"": ""/var/lib/models/tensorflow/classification/2.0/INT8/model_8893.xml"", ""device"": ""CPU"", ""model_proc"": ""/home/user/.local/intel/model_proc/classification/model_1201.json"", ""threshold"": 0.9, ""inference_interval"": 6}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/usr/share/models/pytorch/classification/2.0/INT8/model_2136.xml"", ""device"": ""CPU"", ""inference_region"": ""full-frame""}, ""emit_signals"": true, ""sync"": false, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/warehouse/checkout_3/device_7.mp4 ! decodebin ! videocrop top=354 left=51 right=50 bottom=41 ! queue ! videoscale ! video/x-raw,width=1663,height=919 ! gvadetect model=/var/lib/models/tensorflow/classification/2.0/INT8/model_8893.xml device=CPU model-proc=/home/user/.local/intel/model_proc/classification/model_1201.json threshold=0.9 inference-interval=6 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/usr/share/models/pytorch/classification/2.0/INT8/model_2136.xml device=CPU inference-region=full-frame ! queue ! appsink name=appsink emit-signals=True drop=True sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.97:8064/record/channel3"", ""video_scale"": {""width"": 1083, ""height"": 863}, ""caps_filter"": ""BGR16"", ""frame_rate"": ""60/2"", ""detect"": {""model"": ""/var/lib/models/pytorch/classification/5.0/INT8/model_5187.xml"", ""device"": ""HDDL"", ""model_proc"": ""/home/user/.local/intel/model_proc/recognition/model_1826.json""}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/var/lib/models/pytorch/segmentation/2.1/FP16/model_3837.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame"", ""model_proc"": ""/usr/local/intel/model_proc/recognition/model_5639.json""}, ""emit_signals"": false, ""sync"": false, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.97:8064/record/channel3 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=60/2 ! videoconvert ! capsfilter caps=video/x-raw,format=BGR16 ! videoscale ! video/x-raw,width=1083,height=863 ! gvadetect model=/var/lib/models/pytorch/classification/5.0/INT8/model_5187.xml device=HDDL model-proc=/home/user/.local/intel/model_proc/recognition/model_1826.json ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/var/lib/models/pytorch/segmentation/2.1/FP16/model_3837.xml device=HDDL inference-region=full-frame model-proc=/usr/local/intel/model_proc/recognition/model_5639.json ! queue ! appsink name=appsink emit-signals=False drop=False sync=False"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.198:8033/sub_low"", ""video_crop"": {""top"": 86, ""left"": 22, ""right"": 10, ""bottom"": 478}, ""caps_filter"": ""P016_LE"", ""frame_rate"": ""120/4"", ""detect"": {""model"": ""/usr/local/models/openvino/classification/1.0/FP32/model_7840.xml"", ""device"": ""CPU"", ""threshold"": 0.88}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/home/user/.local/models/intel/detection/1.0/FP32/model_5147.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/classification/4.0/FP16/model_4333.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/classification/2.0/INT8/model_4294.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": true, ""max_buffers"": 357}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.198:8033/sub_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=120/4 ! videoconvert ! capsfilter caps=video/x-raw,format=P016_LE ! videocrop top=86 left=22 right=10 bottom=478 ! queue ! gvadetect model=/usr/local/models/openvino/classification/1.0/FP32/model_7840.xml device=CPU threshold=0.88 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/home/user/.local/models/intel/detection/1.0/FP32/model_5147.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/classification/4.0/FP16/model_4333.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/classification/2.0/INT8/model_4294.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=False max-buffers=357"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/aisle_8/sensor_8.mp4"", ""video_crop"": {""top"": 414, ""left"": 4, ""right"": 20, ""bottom"": 327}, ""video_scale"": {""width"": 1696, ""height"": 847}, ""detect"": {""model"": ""/home/user/.local/models/openvino/classification/5.0/INT8/model_7874.xml"", ""device"": ""CPU"", ""threshold"": 0.86, ""inference_interval"": 4}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/home/user/.local/models/intel/segmentation/2.1/INT8/model_8970.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list"", ""model_proc"": ""/home/user/.local/intel/model_proc/segmentation/model_8756.json""}, ""inference"": [{""model"": ""/usr/local/models/onnx/detection/3.0/FP16/model_5230.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/onnx/recognition/5.0/FP32/model_1155.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 1000}","gst-launch-1.0 filesrc location=/opt/data/store/aisle_8/sensor_8.mp4 ! decodebin ! videocrop top=414 left=4 right=20 bottom=327 ! queue ! videoscale ! video/x-raw,width=1696,height=847 ! gvadetect model=/home/user/.local/models/openvino/classification/5.0/INT8/model_7874.xml device=CPU threshold=0.86 inference-interval=4 ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/home/user/.local/models/intel/segmentation/2.1/INT8/model_8970.xml device=HDDL inference-region=roi-list model-proc=/home/user/.local/intel/model_proc/segmentation/model_8756.json ! queue ! gvainference model=/usr/local/models/onnx/detection/3.0/FP16/model_5230.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/onnx/recognition/5.0/FP32/model_1155.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=1000"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.53:8015/preview_low"", ""caps_filter"": ""IYU1"", ""detect"": {""model"": ""/opt/models/openvino/recognition/3.0/FP16/model_8555.xml"", ""device"": ""CPU"", ""threshold"": 0.74}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.53:8015/preview_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=IYU1 ! gvadetect model=/opt/models/openvino/recognition/3.0/FP16/model_8555.xml device=CPU threshold=0.74 ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.230:8009/motion/channel1"", ""video_scale"": {""width"": 764, ""height"": 1066}, ""caps_filter"": ""GRAY10_LE16"", ""frame_rate"": ""1/1"", ""detect"": {""model"": ""/usr/share/models/openvino/detection/4.0/FP16/model_5149.xml"", ""device"": ""HDDL"", ""model_proc"": ""/var/lib/intel/model_proc/recognition/model_7760.json""}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/usr/local/models/onnx/detection/1.0/FP16/model_8400.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list"", ""model_proc"": ""/var/lib/intel/model_proc/segmentation/model_5933.json""}, ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.230:8009/motion/channel1 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=1/1 ! videoconvert ! capsfilter caps=video/x-raw,format=GRAY10_LE16 ! videoscale ! video/x-raw,width=764,height=1066 ! gvadetect model=/usr/share/models/openvino/detection/4.0/FP16/model_5149.xml device=HDDL model-proc=/var/lib/intel/model_proc/recognition/model_7760.json ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/usr/local/models/onnx/detection/1.0/FP16/model_8400.xml device=HDDL inference-region=roi-list model-proc=/var/lib/intel/model_proc/segmentation/model_5933.json ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
